VentaID,FechaVenta,HoraVenta,SucursalNombre,CiudadSucursal,VendedorNombre,ClienteNombre,GeneroCliente,EdadCliente,EmailCliente,TelefonoCliente,DireccionCliente,MetodoPago,NombreProducto1,MarcaProducto1,CantidadProducto1,PrecioUnitarioProducto1,SubtotalProducto1,NombreProducto2,MarcaProducto2,CantidadProducto2,PrecioUnitarioProducto2,SubtotalProducto2,NombreProducto3,MarcaProducto3,CantidadProducto3,PrecioUnitarioProducto3,SubtotalProducto3,DescuentoVenta,TotalVenta,AñoVenta,MesVenta
6307,05/08/2022,06:28 p. m.,TechCore Medellín #1,Medellín,Dominga del Alcántara,Laura Merino-Vilaplana,F,29,laura59@yahoo.com,+34 976436360,cll 84 #96-43,Tarjeta Crédito,Dell XPS 13,Dell,1,4800000,4800000,,,,,,,,,,,0,48000000,2022,8
6308,14/11/2021,04:16 p. m.,TechCore Pereira,Pereira,Amílcar Ortega-Alberto,Wilfredo Riquelme-Salamanca,M,21,wilfredo69@gmail.com,+34882684266,cll 69 #48-85,Efectivo,Lenovo Yoga 7i,Lenovo,1,4400000,4400000,,,,,,,,,,,5,41800000,2021,11
6309,26/08/2023,03:52 a. m.,TechCore Bogotá #2,Bogotá,Edu Juan Pedraza,Amor Arévalo Ortuño,F,20,amor42@gmail.com,+34 949 83 77 42,cra 91 #45-25,Billetera Digital,Acer Swift 3,Acer,2,2600000,5200000,HP Spectre x360,HP,20.0,52000000.0,104000000.0,Lenovo ThinkPad X1 Carbon,Lenovo,10.0,68000000.0,68000000.0,0,224000000,2023,8
6310,21/12/2018,11:01 a. m.,TechCore Bogotá #2,Bogotá,Eloísa Plaza Hurtado,Eligio Baeza-Melero,M,51,eligio53@gmail.com,+34883 831 967,cll 71 #32-19,Efectivo,Dell Inspiron 15,Dell,2,3000000,6000000,HP Pavilion 15,HP,20.0,35000000.0,70000000.0,HP Spectre x360,HP,20.0,52000000.0,104000000.0,0,234000000,2018,12
6311,10/01/2022,12:14 p. m.,TechCore Cali,Cali,Jacinta Juárez Marín,Faustino Carrión Llopis,M,26,faustino70@gmail.com,+34871 122 666,cll 60 #14-53,Tarjeta Débito,HP Spectre x360,HP,2,5200000,10400000,Apple MacBook Pro 16,Apple,20.0,96000000.0,192000000.0,Apple MacBook Air M1,Apple,10.0,55000000.0,55000000.0,0,351000000,2022,1
6312,10/11/2019,11:49 p. m.,TechCore Cali,Cali,Rosendo Barberá Cordero,Aurelio Meléndez Carretero,M,46,aurelio72@yahoo.com,+34942314150,cll 21 #1-53,Billetera Digital,Apple iMac 24,Apple,2,6400000,12800000,,,,,,,,,,,0,128000000,2019,11
6313,16/04/2015,06:05 a. m.,TechCore Medellín #2,Medellín,Juanito Diaz,Santos Pinilla Arnal,M,34,santos27@yahoo.com,+34 871577202,cll 43 #53-44,Billetera Digital,HP Spectre x360,HP,2,5200000,10400000,,,,,,,,,,,0,104000000,2015,4
6314,13/08/2020,01:02 p. m.,TechCore Medellín #2,Medellín,Luisina Lasa,Daniela Pascual Cárdenas,F,31,No especificado,+34 976 668 428,cra 72 #52-54,Transferencia,HP Pavilion 15,HP,1,3500000,3500000,HP Spectre x360,HP,10.0,52000000.0,52000000.0,HP Omen 16,HP,10.0,60000000.0,60000000.0,5,139650000,2020,8
6315,27/09/2022,01:04 a. m.,TechCore Cali,Cali,Basilio Marcos Barrena,Gerónimo Azorin Ochoa,M,32,gerónimo74@gmail.com,+34948651658,cra 92 #62-97,Tarjeta Débito,Asus TUF Gaming A15,Asus,1,4800000,4800000,Acer Aspire 5,Acer,20.0,20000000.0,40000000.0,Lenovo Yoga 7i,Lenovo,20.0,44000000.0,88000000.0,0,176000000,2022,9
6316,20/02/2021,08:08 a. m.,TechCore Medellín #2,Medellín,Luisina Lasa,Adrián Gargallo Cueto,M,45,adrián23@yahoo.com,+34901 74 11 94,cll 83 #93-23,Tarjeta Crédito,Dell Latitude 7420,Dell,2,5600000,11200000,Dell Inspiron 15,Dell,20.0,30000000.0,60000000.0,,,,,,5,163400000,2021,2
6317,19/04/2022,11:12 p. m.,TechCore Medellín #1,Medellín,Liliana Jordá Armengol,Carla Miguel Nicolás,F,26,carla88@gmail.com,+34 871 204 495,cra 40 #31-79,Tarjeta Crédito,Asus ZenBook 14,Asus,1,3800000,3800000,Lenovo Yoga 7i,Lenovo,10.0,44000000.0,44000000.0,,,,,,0,82000000,2022,4
6318,03/03/2018,11:55 p. m.,TechCore Medellín #1,Medellín,Ibán López Córdoba,José Ángel Peral Garay,M,42,josé13@gmail.com,+34926 19 03 57,cll 79 #16-33,Tarjeta Crédito,Asus ZenBook 14,Asus,2,3800000,7600000,HP Omen 16,HP,20.0,60000000.0,120000000.0,,,,,,0,196000000,2018,3
6319,17/05/2019,09:18 p. m.,TechCore Medellín #2,Medellín,Juan José Porcel-Riera,Abel Medina Belmonte,M,35,No especificado,+34 739388018,cll 63 #22-30,Efectivo,Lenovo Legion 5 Pro,Lenovo,2,7200000,14400000,Lenovo Yoga 7i,Lenovo,20.0,44000000.0,88000000.0,HP Spectre x360,HP,10.0,52000000.0,52000000.0,0,284000000,2019,5
6320,21/01/2021,05:37 p. m.,TechCore Cali,Cali,Florencio Iker Vara Nebot,Carlito de Arteaga,M,40,carlito26@hotmail.com,+34 806 867 508,cll 82 #66-33,Efectivo,HP Envy 13,HP,2,4000000,8000000,,,,,,,,,,,0,80000000,2021,1
6321,09/04/2021,04:57 p. m.,TechCore Bogotá #1,Bogotá,Poncio Gabriel Poza Acedo,Ruperta Atienza Mayo,F,33,ruperta7@yahoo.com,+34816 944 479,cll 59 #40-75,Billetera Digital,Lenovo Yoga 7i,Lenovo,1,4400000,4400000,,,,,,,,,,,0,44000000,2021,4
6322,04/03/2018,01:43 a. m.,TechCore Medellín #1,Medellín,Dominga del Alcántara,Nando Pepito Pareja Cerro,M,33,nando80@hotmail.com,+34978 001 404,cll 70 #46-45,Tarjeta Débito,MSI GE76 Raider,MSI,1,10000000,10000000,,,,,,,,,,,0,100000000,2018,3
6323,15/07/2023,06:46 a. m.,TechCore Bogotá #2,Bogotá,Edu Juan Pedraza,Gaspar Canet-Morales,M,26,gaspar97@hotmail.com,+34 822 397 508,cra 80 #84-82,Tarjeta Crédito,Lenovo Yoga 7i,Lenovo,1,4400000,4400000,Dell XPS 13,Dell,10.0,48000000.0,48000000.0,,,,,,0,92000000,2023,7
6324,24/11/2014,11:17 a. m.,TechCore Medellín #2,Medellín,Luisina Lasa,Irma Guillén Losa,F,39,irma7@gmail.com,+34 842 260 144,cll 73 #46-13,Tarjeta Débito,Apple MacBook Pro 16,Apple,2,9600000,19200000,,,,,,,,,,,5,182400000,2014,11
6325,23/01/2020,07:49 p. m.,TechCore Medellín #1,Medellín,Dominga del Alcántara,Baudelio Duarte Llano,M,50,baudelio31@yahoo.com,+34 882 33 90 47,cll 11 #13-60,Tarjeta Crédito,HP Envy 13,HP,2,4000000,8000000,Dell XPS 13,Dell,20.0,48000000.0,96000000.0,,,,,,0,176000000,2020,1
6326,25/10/2019,05:25 p. m.,TechCore Medellín #1,Medellín,Eusebia Jara Macias,Néstor de Tudela,M,51,néstor24@gmail.com,+34 848 308 445,cra 15 #20-82,Billetera Digital,Lenovo IdeaPad 5,Lenovo,2,2800000,5600000,Lenovo Legion 5 Pro,Lenovo,10.0,72000000.0,72000000.0,,,,,,0,128000000,2019,10
6327,04/07/2019,04:58 a. m.,TechCore Pereira,Pereira,Carina Parejo Carranza,Heriberto Tejera-Niño,M,47,heriberto98@gmail.com,+34 925 47 42 52,cll 71 #30-97,No especificado,Lenovo Yoga 7i,Lenovo,1,4400000,4400000,,,,,,,,,,,0,44000000,2019,7
6328,21/07/2025,01:19 p. m.,TechCore Pereira,Pereira,Amílcar Ortega-Alberto,Yaiza Marqués Jove,F,50,yaiza82@yahoo.com,+34986748005,cll 45 #34-63,Tarjeta Crédito,Asus VivoBook 15,Asus,1,2400000,2400000,Apple MacBook Air M1,Apple,20.0,55000000.0,110000000.0,,,,,,0,134000000,2025,7
6329,30/07/2022,05:53 a. m.,TechCore Bogotá #1,Bogotá,Evaristo Guillen Peña,Goyo Ribera Serna,M,22,goyo10@yahoo.com,+34823 99 18 46,cll 68 #42-40,Efectivo,Lenovo ThinkPad X1 Carbon,Lenovo,1,6800000,6800000,,,,,,,,,,,1,61200000,2022,7
6330,13/09/2021,09:28 p. m.,TechCore Medellín #1,Medellín,Liliana Jordá Armengol,María José Salas Catalán,F,47,maría64@gmail.com,+34 828602548,cll 87 #23-95,Tarjeta Débito,Apple iMac 24,Apple,1,6400000,6400000,Acer Aspire 5,Acer,10.0,20000000.0,20000000.0,Acer Nitro 5,Acer,10.0,40000000.0,40000000.0,0,124000000,2021,9
6331,31/12/2015,11:19 p. m.,TechCore Bogotá #1,Bogotá,Poncio Gabriel Poza Acedo,Clemente Palacio Carro,M,33,clemente35@yahoo.com,+34973 00 66 68,cra 56 #22-12,Tarjeta Crédito,Asus ZenBook 14,Asus,2,3800000,7600000,Acer Aspire 5,Acer,10.0,20000000.0,20000000.0,,,,,,0,96000000,2015,12
6332,01/05/2018,01:38 a. m.,TechCore Medellín #2,Medellín,Almudena Adelaida Lledó Garrido,Catalina Abril Salom Lladó,F,19,catalina15@hotmail.com,+34848 58 48 28,cra 4 #67-47,Transferencia,HP Omen 16,HP,1,6000000,6000000,Lenovo Yoga 7i,Lenovo,20.0,44000000.0,88000000.0,HP Spectre x360,HP,20.0,52000000.0,104000000.0,1,226800000,2018,5
6333,22/01/2016,08:54 a. m.,TechCore Medellín #1,Medellín,Ibán López Córdoba,Ainara Elías Gomis,F,46,ainara36@yahoo.com,+34944 527 327,cll 95 #75-46,Transferencia,Lenovo Legion 5 Pro,Lenovo,2,7200000,14400000,Apple MacBook Air M1,Apple,10.0,55000000.0,55000000.0,Dell XPS 13,Dell,10.0,48000000.0,48000000.0,0,247000000,2016,1
6334,09/08/2019,03:54 a. m.,TechCore Pereira,Pereira,Carina Parejo Carranza,José María Valbuena Cuervo,M,26,josé50@hotmail.com,+34823 149 617,cra 7 #69-42,Transferencia,Samsung Galaxy Chromebook 2,Samsung,1,2000000,2000000,,,,,,,,,,,0,20000000,2019,8
6335,28/04/2024,09:10 a. m.,TechCore Cali,Cali,Rosendo Barberá Cordero,Fabio Benito-Mendez,M,26,fabio77@gmail.com,+34 976140331,cll 2 #40-83,Efectivo,Lenovo IdeaPad 5,Lenovo,1,2800000,2800000,Lenovo Legion 5 Pro,Lenovo,20.0,72000000.0,144000000.0,,,,,,5,163400000,2024,4
6336,01/04/2025,02:45 p. m.,TechCore Medellín #1,Medellín,Dominga del Alcántara,Fabio Iriarte Rozas,M,34,fabio85@hotmail.com,+34822 685 533,cra 52 #47-4,No especificado,HP Pavilion 15,HP,1,3500000,3500000,Lenovo IdeaPad 5,Lenovo,10.0,28000000.0,28000000.0,,,,,,0,63000000,2025,4
6337,25/01/2017,01:03 p. m.,TechCore Medellín #1,Medellín,Liliana Jordá Armengol,Lorenzo Expósito Benavent,M,22,lorenzo69@gmail.com,+34 877 920 776,cll 42 #60-32,Tarjeta Crédito,Lenovo Legion 5 Pro,Lenovo,2,7200000,14400000,HP Spectre x360,HP,20.0,52000000.0,104000000.0,Lenovo ThinkPad X1 Carbon,Lenovo,20.0,68000000.0,136000000.0,0,384000000,2017,1
6338,29/05/2021,02:53 p. m.,TechCore Medellín #1,Medellín,Eusebia Jara Macias,Bernabé Heredia Giménez,M,41,bernabé57@yahoo.com,+34 982 873 342,cll 16 #16-7,Tarjeta Débito,Lenovo Yoga 7i,Lenovo,1,4400000,4400000,Apple MacBook Pro 14,Apple,10.0,80000000.0,80000000.0,,,,,,0,124000000,2021,5
6339,13/08/2022,12:54 a. m.,TechCore Medellín #1,No especificado,Ana Sofía Llopis Blázquez,Atilio Nebot Rivero,M,51,atilio48@yahoo.com,+34849172629,cll 46 #89-18,Tarjeta Crédito,HP Spectre x360,HP,1,5200000,5200000,Dell Inspiron 15,Dell,10.0,30000000.0,30000000.0,,,,,,0,82000000,2022,8
6340,03/04/2024,04:42 a. m.,TechCore Bogotá #2,Bogotá,Edu Juan Pedraza,León Losa Urrutia,M,34,león82@hotmail.com,+34921 816 475,cll 17 #66-83,Tarjeta Crédito,HP Omen 16,HP,1,6000000,6000000,Dell Latitude 7420,Dell,20.0,56000000.0,112000000.0,Dell XPS 13,Dell,20.0,48000000.0,96000000.0,0,268000000,2024,4
6341,09/01/2019,08:02 p. m.,TechCore Pereira,Pereira,Carina Parejo Carranza,Luís Valenzuela Zurita,M,19,luís8@gmail.com,+34846 001 986,cra 35 #50-19,Transferencia,HP Envy 13,HP,1,4000000,4000000,Lenovo IdeaPad 5,Lenovo,10.0,28000000.0,28000000.0,,,,,,0,68000000,2019,1
6342,03/09/2022,05:03 a. m.,TechCore Bogotá #1,Bogotá,Aura del Bermúdez,Carmina Ayllón Barco,F,33,carmina15@yahoo.com,+34888 27 67 06,cll 91 #21-35,Transferencia,Asus ZenBook 14,Asus,1,3800000,3800000,,,,,,,,,,,0,38000000,2022,9
6343,28/07/2021,05:46 p. m.,TechCore Pereira,Pereira,Jose Angel Rovira Adadia,Josué Saturnino Moliner Abril,M,27,josué86@hotmail.com,+34 852 751 633,cll 19 #38-44,Tarjeta Crédito,Lenovo IdeaPad 5,Lenovo,1,2800000,2800000,Lenovo ThinkPad X1 Carbon,Lenovo,10.0,68000000.0,68000000.0,,,,,,0,96000000,2021,7
6344,12/08/2018,05:47 p. m.,TechCore Bogotá #2,Bogotá,Armida Azorin Plaza,Anastasio Antúnez Ferrero,M,37,anastasio26@gmail.com,+34 958 10 01 68,cll 32 #65-70,Transferencia,Dell XPS 13,Dell,2,4800000,9600000,Asus TUF Gaming A15,Asus,20.0,48000000.0,96000000.0,,,,,,5,182400000,2018,8
6345,04/06/2024,06:57 p. m.,TechCore Medellín #1,Medellín,Liliana Jordá Armengol,Teresa Guardiola Aramburu,F,45,teresa43@yahoo.com,+34945 371 719,cra 85 #60-25,Efectivo,Dell Alienware m15,Dell,2,8000000,16000000,Acer Swift 3,Acer,10.0,26000000.0,26000000.0,HP Spectre x360,HP,10.0,52000000.0,52000000.0,0,238000000,2024,6
6346,17/11/2022,06:12 p. m.,TechCore Bogotá #2,Bogotá,Armida Azorin Plaza,Jose Ignacio Gallart Carrasco,M,18,No especificado,+34956 601 194,cra 20 #70-67,Tarjeta Débito,Acer Swift 3,Acer,2,2600000,5200000,Lenovo ThinkPad X1 Carbon,Lenovo,20.0,68000000.0,136000000.0,Lenovo Yoga 7i,Lenovo,10.0,44000000.0,44000000.0,0,232000000,2022,11
6347,14/06/2017,03:49 p. m.,TechCore Bogotá #2,Bogotá,Edu Juan Pedraza,Valentín de Quero,M,24,No especificado,+34879716818,cra 87 #59-49,Tarjeta Débito,Lenovo ThinkPad X1 Carbon,Lenovo,2,6800000,13600000,Acer Nitro 5,Acer,20.0,40000000.0,80000000.0,,,,,,0,216000000,2017,6
6348,19/01/2019,03:20 a. m.,TechCore Bogotá #1,Bogotá,Aura del Bermúdez,Primitivo Jódar,M,30,primitivo10@hotmail.com,+34 926 40 91 69,cll 29 #42-24,Tarjeta Crédito,Lenovo ThinkPad X1 Carbon,Lenovo,1,6800000,6800000,Dell Inspiron 15,Dell,20.0,30000000.0,60000000.0,,,,,,5,121600000,2019,1
6349,03/05/2019,03:34 p. m.,TechCore Pereira,Pereira,Anacleto Morera Segovia,Jacobo Pino Campillo,M,23,jacobo75@yahoo.com,+34878 11 98 87,cll 27 #89-51,Transferencia,Asus TUF Gaming A15,Asus,2,4800000,9600000,,,,,,,,,,,0,96000000,2019,5
6350,01/09/2021,05:11 p. m.,TechCore Bogotá #1,Bogotá,Evaristo Guillen Peña,Candelaria Solano-Egea,F,26,candelaria90@gmail.com,+34 845 98 82 32,cra 2 #25-87,Tarjeta Crédito,Asus TUF Gaming A15,Asus,2,4800000,9600000,Dell Inspiron 15,Dell,10.0,30000000.0,30000000.0,HP Spectre x360,HP,20.0,52000000.0,104000000.0,0,230000000,2021,9
6351,21/03/2023,05:35 p. m.,TechCore Medellín #1,Medellín,Liliana Jordá Armengol,Macarena Isern León,F,28,macarena69@hotmail.com,+34 827 408 506,cll 65 #11-97,No especificado,Lenovo Legion 5 Pro,Lenovo,2,7200000,14400000,Asus VivoBook 15,Asus,20.0,24000000.0,48000000.0,HP Spectre x360,HP,10.0,52000000.0,52000000.0,0,244000000,2023,3
6352,18/07/2016,08:43 a. m.,TechCore Medellín #1,Medellín,Dominga del Alcántara,Carlos del Cortes,M,35,carlos13@hotmail.com,+34 826458717,cll 76 #92-2,Efectivo,Dell Alienware m15,Dell,1,8000000,8000000,HP Pavilion 15,HP,20.0,35000000.0,70000000.0,,,,,,0,150000000,2016,7
6353,16/08/2021,06:13 a. m.,TechCore Pereira,Pereira,Anacleto Morera Segovia,Pelayo Alsina Jáuregui,M,34,pelayo24@yahoo.com,+34826205223,cll 48 #27-70,Tarjeta Débito,HP Envy 13,HP,1,4000000,4000000,Asus TUF Gaming A15,Asus,20.0,48000000.0,96000000.0,,,,,,0,136000000,2021,8
6354,17/12/2014,01:07 a. m.,TechCore Bogotá #1,Bogotá,Poncio Gabriel Poza Acedo,Ambrosio Diaz Solana,M,34,ambrosio78@yahoo.com,+34 921 97 93 62,cll 17 #91-99,Transferencia,Asus ZenBook 14,Asus,1,3800000,3800000,,,,,,,,,,,5,36100000,2014,12
6355,21/07/2015,02:49 p. m.,TechCore Pereira,Pereira,Anacleto Morera Segovia,Matilde Novoa Cerdá,F,37,matilde44@gmail.com,+34988 175 554,cra 85 #16-93,Billetera Digital,Samsung Galaxy Book Pro,Samsung,1,4800000,4800000,Samsung Galaxy Book Odyssey,Samsung,20.0,68000000.0,136000000.0,,,,,,0,184000000,2015,7
6356,31/05/2025,08:26 a. m.,TechCore Medellín #2,Medellín,Luisina Lasa,Reyes Arenas Duarte,M,24,reyes24@gmail.com,+34 945 620 575,cra 62 #83-8,Tarjeta Crédito,Acer Swift 3,Acer,2,2600000,5200000,HP Omen 16,HP,20.0,60000000.0,120000000.0,,,,,,0,172000000,2025,5
6357,29/12/2022,08:25 p. m.,TechCore Medellín #1,Medellín,Dominga del Alcántara,Fortunato Guzmán Serna,M,49,fortunato26@gmail.com,+34846 81 16 23,cll 5 #71-84,Tarjeta Débito,Asus TUF Gaming A15,Asus,1,4800000,4800000,HP Spectre x360,HP,20.0,52000000.0,104000000.0,Microsoft Surface Laptop 4,Microsoft,10.0,52000000.0,52000000.0,1,183600000,2022,12
6358,05/08/2017,11:05 a. m.,TechCore Bogotá #2,Bogotá,Eloísa Plaza Hurtado,Bonifacio Cañizares Dominguez,M,49,bonifacio50@gmail.com,+34943 01 64 62,cra 35 #7-16,Tarjeta Crédito,Apple MacBook Pro 14,Apple,1,8000000,8000000,Dell Inspiron 15,Dell,20.0,30000000.0,60000000.0,HP Omen 16,HP,10.0,60000000.0,60000000.0,0,200000000,2017,8
6359,18/07/2018,07:15 p. m.,TechCore Medellín #2,Medellín,Juanito Diaz,Cristian de Nogués,M,32,cristian82@yahoo.com,+34 884 69 53 70,cll 7 #22-42,Tarjeta Crédito,Asus TUF Gaming A15,Asus,2,4800000,9600000,Lenovo ThinkPad X1 Carbon,Lenovo,10.0,68000000.0,68000000.0,Dell Alienware m15,Dell,20.0,80000000.0,160000000.0,0,324000000,2018,7
6360,02/10/2016,09:37 a. m.,TechCore Cali,Cali,Rosendo Barberá Cordero,Bruno Barco-Recio,M,39,bruno87@yahoo.com,+34820 56 78 34,cll 50 #39-84,Efectivo,Apple iMac 24,Apple,1,6400000,6400000,Lenovo IdeaPad 5,Lenovo,10.0,28000000.0,28000000.0,,,,,,0,92000000,2016,10
6361,03/09/2015,01:38 p. m.,TechCore Bogotá #1,Bogotá,Evaristo Guillen Peña,Tomasa de Maestre,F,37,tomasa4@yahoo.com,+34 923792199,cll 27 #83-84,Tarjeta Crédito,Apple MacBook Pro 14,Apple,2,8000000,16000000,Apple MacBook Air M1,Apple,10.0,55000000.0,55000000.0,Apple MacBook Pro 16,Apple,20.0,96000000.0,192000000.0,0,407000000,2015,9
6362,19/09/2019,08:17 p. m.,TechCore Medellín #1,Medellín,Ibán López Córdoba,Poncio Saez Agudo,M,34,poncio47@yahoo.com,+34837231730,cll 44 #75-69,Tarjeta Débito,Acer Nitro 5,Acer,1,4000000,4000000,,,,,,,,,,,0,40000000,2019,9
6363,07/09/2024,10:49 a. m.,TechCore Medellín #2,Medellín,Juanito Diaz,Goyo Álamo Bernad,M,26,goyo80@hotmail.com,+34 846717072,cra 11 #88-24,Transferencia,HP Envy 13,HP,1,4000000,4000000,HP Omen 16,HP,10.0,60000000.0,60000000.0,Acer Swift 3,Acer,20.0,26000000.0,52000000.0,0,152000000,2024,9
6364,04/07/2015,12:17 a. m.,TechCore Medellín #2,Medellín,Luisina Lasa,Ramón Bravo Domínguez,M,32,ramón81@yahoo.com,+34 880 456 082,cll 78 #65-55,Tarjeta Débito,Apple MacBook Air M1,Apple,2,5500000,11000000,,,,,,,,,,,5,104500000,2015,7
6365,18/07/2019,02:55 p. m.,TechCore Medellín #1,Medellín,Ana Sofía Llopis Blázquez,Emma Figuerola Medina,F,40,emma9@hotmail.com,+34 986 978 963,cll 94 #47-44,Tarjeta Crédito,Dell Alienware m15,Dell,2,8000000,16000000,,,,,,,,,,,5,152000000,2019,7
6366,18/02/2017,08:02 a. m.,TechCore Cali,Cali,Rosendo Barberá Cordero,Gastón Núñez Gómez,M,29,gastón43@hotmail.com,+34822205231,cra 99 #83-86,Tarjeta Crédito,HP Omen 16,HP,2,6000000,12000000,Lenovo Yoga 7i,Lenovo,20.0,44000000.0,88000000.0,HP Pavilion 15,HP,10.0,35000000.0,35000000.0,5,230850000,2017,2
6367,21/03/2021,07:56 p. m.,TechCore Medellín #1,No especificado,Eusebia Jara Macias,Cayetano Nebot Berrocal,M,29,cayetano80@gmail.com,+34 874301255,cra 85 #79-52,Tarjeta Crédito,Lenovo Yoga 7i,Lenovo,1,4400000,4400000,Lenovo ThinkPad X1 Carbon,Lenovo,20.0,68000000.0,136000000.0,,,,,,1,162000000,2021,3
6368,05/07/2022,03:05 p. m.,TechCore Medellín #2,Medellín,Claudia Sastre-Quintero,Duilio Morera Villegas,M,42,duilio41@hotmail.com,+34 820 08 74 12,cra 35 #60-36,Tarjeta Crédito,Dell Inspiron 15,Dell,1,3000000,3000000,Apple MacBook Air M1,Apple,10.0,55000000.0,55000000.0,Lenovo Yoga 7i,Lenovo,10.0,44000000.0,44000000.0,0,129000000,2022,7
6369,05/09/2020,06:52 a. m.,TechCore Bogotá #2,Bogotá,Eloísa Plaza Hurtado,Rosario Fiol Carrillo,M,22,rosario47@yahoo.com,+34987 637 090,cra 81 #50-80,Billetera Digital,Lenovo ThinkPad X1 Carbon,Lenovo,1,6800000,6800000,Dell Latitude 7420,Dell,20.0,56000000.0,112000000.0,,,,,,0,180000000,2020,9
6370,22/07/2021,03:07 p. m.,TechCore Medellín #2,Medellín,Claudia Sastre-Quintero,Lorena Hervia Barco,F,32,lorena38@hotmail.com,+34901 80 39 31,cll 62 #50-9,Tarjeta Débito,Lenovo Legion 5 Pro,Lenovo,1,7200000,7200000,Acer Nitro 5,Acer,20.0,40000000.0,80000000.0,,,,,,15,129200000,2021,7
6371,23/12/2023,08:22 a. m.,TechCore Medellín #1,Medellín,Ibán López Córdoba,Teófila Bueno-Novoa,F,43,teófila35@gmail.com,+34 947255990,cll 96 #81-94,Transferencia,HP Spectre x360,HP,2,5200000,10400000,Dell XPS 13,Dell,10.0,48000000.0,48000000.0,,,,,,0,152000000,2023,12
6372,22/10/2016,07:43 p. m.,TechCore Medellín #2,Medellín,Almudena Adelaida Lledó Garrido,Lorenzo de Tudela,M,33,lorenzo25@yahoo.com,+34 921 65 78 27,cll 9 #92-61,Tarjeta Débito,MSI Modern 14,MSI,2,2800000,5600000,Lenovo ThinkPad X1 Carbon,Lenovo,10.0,68000000.0,68000000.0,Lenovo Legion 5 Pro,Lenovo,10.0,72000000.0,72000000.0,0,196000000,2016,10
6373,12/03/2024,07:45 p. m.,TechCore Pereira,Pereira,Anacleto Morera Segovia,Anselmo Hilario Ayala Gallart,M,37,anselmo91@yahoo.com,+34 827 443 976,cra 80 #95-26,Tarjeta Débito,Lenovo IdeaPad 5,Lenovo,1,2800000,2800000,,,,,,,,,,,0,28000000,2024,3
6374,15/02/2017,02:45 p. m.,TechCore Medellín #1,Medellín,Ana Sofía Llopis Blázquez,Leyre Valcárcel Busquets,F,41,leyre68@gmail.com,+34941 612 149,cra 12 #56-65,Tarjeta Crédito,Apple MacBook Pro 14,Apple,2,8000000,16000000,Apple MacBook Pro 16,Apple,20.0,96000000.0,192000000.0,,,,,,0,352000000,2017,2
6375,15/04/2024,07:56 p. m.,TechCore Medellín #2,Medellín,Claudia Sastre-Quintero,Jesús Fuster Falcó,M,24,jesús3@yahoo.com,+34817 880 980,cra 95 #89-73,Tarjeta Débito,Apple MacBook Pro 14,Apple,2,8000000,16000000,Lenovo Legion 5 Pro,Lenovo,10.0,72000000.0,72000000.0,Lenovo ThinkPad X1 Carbon,Lenovo,10.0,68000000.0,68000000.0,5,285000000,2024,4
6376,24/07/2025,05:45 p. m.,TechCore Medellín #1,Medellín,Dominga del Alcántara,José Ángel Sacristán,M,50,josé78@gmail.com,+34977 33 71 99,cra 5 #1-88,No especificado,Apple MacBook Pro 14,Apple,1,8000000,8000000,,,,,,,,,,,0,80000000,2025,7
6377,13/10/2018,04:06 a. m.,TechCore Medellín #2,Medellín,Juanito Diaz,Fabián Sanjuan Saldaña,M,39,fabián82@hotmail.com,+34872327929,cll 19 #31-87,Tarjeta Crédito,Acer Nitro 5,Acer,2,4000000,8000000,Dell Inspiron 15,Dell,10.0,30000000.0,30000000.0,,,,,,0,110000000,2018,10
6378,10/05/2017,11:30 p. m.,TechCore Medellín #1,Medellín,Ana Sofía Llopis Blázquez,Celestina Perelló Bermudez,F,37,celestina51@hotmail.com,+34884 15 79 25,cra 81 #30-39,Tarjeta Crédito,Lenovo Legion 5 Pro,Lenovo,1,7200000,7200000,Dell Inspiron 15,Dell,20.0,30000000.0,60000000.0,Dell Alienware m15,Dell,20.0,80000000.0,160000000.0,1,262800000,2017,5
6379,10/08/2017,12:17 p. m.,TechCore Cali,Cali,Florencio Iker Vara Nebot,Buenaventura Tito Cámara Bou,M,38,buenaventura57@yahoo.com,+34927839311,cra 99 #75-9,Efectivo,Apple MacBook Pro 14,Apple,2,8000000,16000000,,,,,,,,,,,0,160000000,2017,8
6380,07/01/2021,11:14 a. m.,TechCore Bogotá #1,Bogotá,Poncio Gabriel Poza Acedo,Salud Revilla Teruel,F,22,salud16@hotmail.com,+34919 519 305,cll 11 #42-55,Tarjeta Crédito,Dell Latitude 7420,Dell,1,5600000,5600000,MSI GF65 Thin,MSI,10.0,44000000.0,44000000.0,Dell XPS 13,Dell,10.0,48000000.0,48000000.0,0,148000000,2021,1
6381,17/08/2018,07:19 p. m.,TechCore Medellín #2,Medellín,Almudena Adelaida Lledó Garrido,Darío Máximo Cadenas Ordóñez,M,19,darío56@hotmail.com,+34810 147 293,cra 10 #36-54,Tarjeta Crédito,Microsoft Surface Pro 9,Microsoft,2,4400000,8800000,HP Spectre x360,HP,20.0,52000000.0,104000000.0,,,,,,0,192000000,2018,8
6382,23/05/2025,09:35 a. m.,TechCore Medellín #2,Medellín,Almudena Adelaida Lledó Garrido,Gisela del Carbonell,F,21,gisela28@hotmail.com,+34 972166722,cll 57 #18-11,Billetera Digital,HP Envy 13,HP,2,4000000,8000000,,,,,,,,,,,1,72000000,2025,5
